,Lat,Lon,StationCode,StationName
0,23.36666667,116.6794444,51,金平子站
1,23.36333333,116.7244444,52,龙湖子站
2,23.2775,116.7258333,54,濠江子站
3,23.47138889,116.7519444,55,澄海子站
4,23.25388889,116.6091667,56,潮阳子站
5,23.25361111,116.4019444,57,潮南子站
6,23.42,117.0233333,58,南澳县子站
